C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_267.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_267.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_267.jpg,0,0,0,7.531476E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_333.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_333.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_333.jpg,0,0,0,1.233018E-05
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_408.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_408.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_408.jpg,0,0,0,3.037451E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_493.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_493.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_493.jpg,0,0,0,7.659691E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_571.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_571.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_571.jpg,0,0,0,5.161293E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_654.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_654.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_654.jpg,0,0,0,1.237256E-05
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_730.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_730.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_730.jpg,0,0,0,3.433169E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_800.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_800.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_800.jpg,0,0,0,4.220968E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_870.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_870.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_870.jpg,0,0,0,6.897779E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_42_951.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_42_951.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_42_951.jpg,0,0,0,3.351574E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_022.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_022.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_022.jpg,0,0,0,6.790089E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_089.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_089.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_089.jpg,0,0,0,1.89237E-05
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_159.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_159.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_159.jpg,0,0,0,7.320195E-06
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_236.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_236.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_236.jpg,0,0.0526464,0,0.01167154
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_299.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_299.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_299.jpg,0,0.2340054,0,0.145881
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_374.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_374.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_374.jpg,0,0.4873323,0,0.488526
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_458.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_458.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_458.jpg,0,0.7405557,0,1.038265
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_528.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_528.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_528.jpg,0,0.9518931,0,1.792212
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_597.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_597.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_597.jpg,0,1,0,2.445091
C:\Users\dwlty\Desktop\3\IMG\center_2022_01_24_11_03_43_671.jpg,C:\Users\dwlty\Desktop\3\IMG\left_2022_01_24_11_03_43_671.jpg,C:\Users\dwlty\Desktop\3\IMG\right_2022_01_24_11_03_43_671.jpg,0,1,0,3.369514
